"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"ColinR_22","GA '18",194,181,220,175,NA,"Colin Rimel",2015-02-04 12:29:08,FALSE,FALSE,"ColinR_22","","en","3017346363",0,FALSE,"http://pbs.twimg.com/profile_images/741927316196974593/Fg19BkC6_normal.jpg"
"Evita_Zemoityte","ig - zemoityte Ì†ΩÌ≤ïHE FOLLOWED 2014-08-19",19864,2267,5277,2338,NA,"I SAW HIM",2014-04-03 14:35:45,FALSE,FALSE,"Evita_Zemoityte","Vilnius,Lithuania ","en","2425715822",6,FALSE,"http://pbs.twimg.com/profile_images/832189921116975105/Fjkp682X_normal.jpg"
"NestZhong","",12178,56,1,73,NA,"Anastasia Ross",2011-07-21 07:27:41,FALSE,FALSE,"NestZhong","Hangzhou,Zhejiang,China","zh-cn","339527209",1,FALSE,"http://pbs.twimg.com/profile_images/828152122646654976/Ruirk7uf_normal.jpg"
"schindera","Com's guy @DeutscheTelekom, Tweets in GER/F/ENG/Saarbrigger Platt on #digitaltransformation #innovation #futurework #robotics - I love #photos and @ersterfcs",6448,1807,3378,583,"https://t.co/hE2uXHkYLw","Philipp Schindera",2012-05-08 14:22:30,FALSE,FALSE,"schindera","Bonn, Deutschland ","de","574595445",295,FALSE,"http://pbs.twimg.com/profile_images/773867195495579649/LpXSKaGs_normal.jpg"
"AmPrincessOfPop","https://t.co/edKVeKuEaP",117227,5085,132379,3845,"https://t.co/lXifrRiYic","No Seas Cortes",2012-12-18 22:19:13,FALSE,FALSE,"AmPrincessOfPop","","pt","1020777962",60,FALSE,"http://pbs.twimg.com/profile_images/816390472323108864/n3OsGRxg_normal.jpg"
"willmcfadden","Covering Alabama and Georgia athletics for @SDS. Netflix binge-watcher and breakfast connoisseur.",5948,709,402,898,"https://t.co/UhkLcBEI3n","William McFadden",2009-06-11 21:04:32,FALSE,FALSE,"willmcfadden","","en","46490705",28,FALSE,"http://pbs.twimg.com/profile_images/531842243725131776/XqCygjPT_normal.jpeg"
"ChocolateTyBeat","Production Credits: @SnoopDogg @PastorTroyDSGB | @BLegit72 @JStalinLiveWire | @IAmHusalah | @SacramentoKings | @UnitedWay | & More",52365,20623,2949,17113,"https://t.co/giPHVt23hA","#MusicIsMyLife",2010-01-30 02:18:34,FALSE,FALSE,"ChocolateTyBeat","Sacramento, CA","en","109732250",478,FALSE,"http://pbs.twimg.com/profile_images/830964283768844288/GrU-HubU_normal.jpg"
"LadyGagafanatik","",112,167,48,358,NA,"LadyGagafanatik",2014-04-16 04:15:07,FALSE,FALSE,"LadyGagafanatik","","en","2487691835",0,FALSE,"http://pbs.twimg.com/profile_images/513355798286991361/YspHA0--_normal.jpeg"
"JGTR81","Author of 'The Night The Lights Went Out In Georgia' & 'Twisted Revenge' https://t.co/xSfDYyDyiY Huge fan of Reba, Kelly Clarkson, Pink",14673,2404,6662,1999,"https://t.co/wanYCyZpss","Jeremy GT Reuschling",2009-05-01 04:18:02,FALSE,FALSE,"JGTR81","Ruskin, FL","en","36880642",37,FALSE,"http://pbs.twimg.com/profile_images/778718817971113984/QrtSsdR2_normal.jpg"
"tuffords","Not always funny.  Not always politically correct.  Not always real.",21009,2881,6379,4183,NA,"Dark Duck",2012-03-08 19:16:38,FALSE,FALSE,"tuffords","Victoria, B.C.","en","518787113",771,FALSE,"http://pbs.twimg.com/profile_images/744752932738916352/rTfq7VMp_normal.jpg"
"KarennBieber94","M√∫sica Deportes",145,16,322,36,NA,"Karen Bieb's ‚ô°",2016-10-30 16:23:19,FALSE,FALSE,"KarennBieber94","","es","792763826441691136",0,FALSE,"http://pbs.twimg.com/profile_images/794612945921646592/6Y2IY5iK_normal.jpg"
"KahnLitwinRenza","KLR is one of the premier accounting firms in Boston. We specialize in PE/VC, Healthcare, Technology & more. Offices in: Boston, Providence, Waltham & Nwpt.",4228,956,219,1541,"http://t.co/C9Jt9gyHSD","Kahn, Litwin, Renza",2009-05-04 01:31:49,FALSE,FALSE,"KahnLitwinRenza","Boston, MA","en","37559137",58,FALSE,"http://pbs.twimg.com/profile_images/1036583079/klr_normal.jpg"
"jeesseekkaa","Music is a passion and friends are a necessity to get by in this life",4380,250,5800,360,NA,"Jess",2014-11-26 17:26:17,FALSE,FALSE,"jeesseekkaa","DurfeeŒî17","en","2911107240",2,FALSE,"http://pbs.twimg.com/profile_images/826274170610778112/y5SN5qGF_normal.jpg"
"danieldooper","#YouTube",321,23,298,218,NA,"Daniel Arvizo",2016-12-29 19:45:54,FALSE,FALSE,"danieldooper","","en","814558077873750016",0,FALSE,"http://pbs.twimg.com/profile_images/830927732708081664/6nn7v4WH_normal.jpg"
"SINGHPAGE5","Verified Account ¬© Profile Original & Official ¬Æ twitter V.I.P Account
‚ñà‚ïë‚ñå‚îÇ‚ñà‚îÇ‚ïë‚ñå‚ïë‚îÇ‚îÇ‚ñà‚ïë‚ñå‚îÇ‚ïë‚ñà‚ïë ‚ñå‚ñà‚ñà‚ñà‚ñà‚ñà‚ñà‚ñà‚ñà‚ñà‚ñà‚ñà @SINGHPAGE5",1461,52,0,28,"https://t.co/06edkOb7Fh","RICKY (Singhpage5)Ì†ΩÌ¥π",2016-05-01 11:40:33,FALSE,FALSE,"SINGHPAGE5","London, England","en-gb","726738071539032068",6,FALSE,"http://pbs.twimg.com/profile_images/831879308838891520/XLgUY92P_normal.jpg"
"Angel62376887","",149,2,70,71,NA,"Angel",2017-02-17 05:04:57,FALSE,FALSE,"Angel62376887","","es","832455771958808577",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png"
"vyacheslavdyq81","Venezolana. Lucho por la justicia social. Fanatica de las series. #FollowBack",155,226,2,451,NA,"Martina Ortiz",2016-10-29 18:13:07,FALSE,FALSE,"vyacheslavdyq81","Comodoro Rivadavia, Argentina.","es","792429065663832064",0,FALSE,"http://pbs.twimg.com/profile_images/797112221016825856/0euCkjxv_normal.jpg"
"mar_gemeliers","Never Say Never.",1997,154,1855,413,NA,"M R G",2015-07-05 22:40:50,FALSE,FALSE,"mar_gemeliers","M√°laga, Andaluc√≠a","es","3361419239",0,FALSE,"http://pbs.twimg.com/profile_images/779681718446030848/e-21g0qc_normal.jpg"
"PunderBear","When you try to dank but you cant meme. 
Looking for a purpose in life.
YouTube: https://t.co/qAg5ImzA1f",179,31,5496,187,NA,"Cove /:3/ Ì†ºÌºê",2016-10-13 04:16:21,FALSE,FALSE,"PunderBear","In A Basement","en","786420281988395013",0,FALSE,"http://pbs.twimg.com/profile_images/786422482920017920/oe-ltwc7_normal.jpg"
"StBroszioDT","Make a living w/communications @deutschetelekom - Love reading & writing in EN/F/GER #digitalduty #AI #robots #UBI #futurework #5G #IoT #fintech #blockchain",4307,668,1088,560,"https://t.co/aNdaRl7U82","Stephan Broszio",2009-01-22 13:55:23,FALSE,FALSE,"StBroszioDT","Bonn","en","19338833",448,FALSE,"http://pbs.twimg.com/profile_images/709772041650618368/7BQ9At6U_normal.jpg"
"zesty_texans","Follow Zesty #NFL #Texans for the freshest news of #Houston's football team. #WeAreTexans. #GoTexans!",4831,2639,25429,996,"https://t.co/aOr237NROo","Zesty NFL Texans",2016-03-27 22:18:53,FALSE,FALSE,"zesty_texans","Houston, TX","en","714215136966414339",227,FALSE,"http://pbs.twimg.com/profile_images/714215830658097152/CX3g6UDP_normal.jpg"
"skyler_herber","done with people...",144,108,127,99,NA,"skyÌ†ºÌºô",2015-12-20 19:14:25,FALSE,FALSE,"skyler_herber","","en","4549222396",0,FALSE,"http://pbs.twimg.com/profile_images/805435094760652800/75Npp30-_normal.jpg"
"indrahbayu","Ì†ΩÌ±ªIndrahbayu49",25749,466,9,284,"https://t.co/zlxxprIm8X","BÌ†ΩÌ±Å",2010-08-06 07:51:37,FALSE,FALSE,"indrahbayu","Depok, Indonesia","en","175317029",3,FALSE,"http://pbs.twimg.com/profile_images/788972990377529345/_jWCHSfW_normal.jpg"
"malougalsklint","‚ô°Help change the world better‚ô°                    Quote from Justin                          @justinbieber @justinbieber @justinbieber  #p4 #pagefour",783,109,1161,137,NA,"Malou Galsklint",2012-05-29 17:18:47,FALSE,FALSE,"malougalsklint","","da","593878910",0,FALSE,"http://pbs.twimg.com/profile_images/801516163570270213/ygdxSBG7_normal.jpg"
"AshTheIdiot","Ì†ΩÌ≥é :))",16269,1038,16399,1901,"https://t.co/ek8b9Z5Rct","√§sh is a loser",2015-11-22 23:17:22,FALSE,FALSE,"AshTheIdiot","2/5 Of Hey Violet + 5SOS Liked + Lindsay Liked","en","4327809132",11,FALSE,"http://pbs.twimg.com/profile_images/832282990138912768/_lN-Xqta_normal.jpg"
"keyfstime","",105,12,6,72,NA,"Sananekeyfs",2016-10-16 12:52:39,FALSE,FALSE,"keyfstime","","tr","787637380811517952",1,FALSE,"http://pbs.twimg.com/profile_images/798083535865282560/q8NlTg9e_normal.jpg"
"sharisentlowitz","#Edtech Geek w/ Passion for changing lives through learning & the power of #edtech & collaboration #STEM Sr. Mgr @SamsungBizUSA ‚ù§ Food & Cooking",9362,2722,1111,3302,"https://t.co/jlZSttnKY9","Shari Sentlowitz",2009-03-12 13:32:06,FALSE,FALSE,"sharisentlowitz","NY","en","23946667",431,FALSE,"http://pbs.twimg.com/profile_images/823157796954865664/JI77XKZM_normal.jpg"
"ProImagePTC","Pro Image Sports in @PickeringTC Leafs + BlueJays + Raptors HeadQuarters! Your Jersey HQ! R U #ProApproved? #SupportYourLocal 9058313803",15849,1986,327,667,"https://t.co/jrzDgwHr8X","PRO IMAGE SPORTS!",2009-05-22 23:41:42,FALSE,FALSE,"ProImagePTC","Pickering, Ontario, Canada","en","41928576",30,FALSE,"http://pbs.twimg.com/profile_images/773950515654852608/_RKChTKj_normal.jpg"
"Vanessapinzon01","Speak Spanish and English. I Love The Unicorns",7349,321,6312,1261,NA,"‚Ä¢Vanessa‚Ä¢",2013-10-05 04:22:47,FALSE,FALSE,"Vanessapinzon01","","es","1936414867",5,FALSE,"http://pbs.twimg.com/profile_images/820098845413675008/A67H7RRm_normal.jpg"
"Sandrac6206","",20208,20,102,162,NA,"sandra  i.  chapa.",2013-06-28 23:20:24,FALSE,FALSE,"Sandrac6206","","en","1554267793",0,FALSE,"http://pbs.twimg.com/profile_images/757956505496805377/Tw1P9LxQ_normal.jpg"
"DieterleTrenton","Snapchat: trentdieterle Davison Grad - Class of 2015",3252,454,1656,215,NA,"Trent",2012-03-14 02:17:36,FALSE,FALSE,"DieterleTrenton","Davison,MI","en","523920194",4,FALSE,"http://pbs.twimg.com/profile_images/830246720634253316/Ktf0zmTO_normal.jpg"
"draxweiser","Black lives matter",18511,319,3356,138,NA,"Ivar",2014-04-06 13:48:14,FALSE,FALSE,"draxweiser","Tokyo","fr","2464908807",6,FALSE,"http://pbs.twimg.com/profile_images/766810210736496640/Msm2ofP-_normal.jpg"
"PrabhalaSrikar","",17,9,61,107,NA,"Srikar",2016-12-15 05:12:19,FALSE,FALSE,"PrabhalaSrikar","Newark, CA","en","809264804200267776",0,FALSE,"http://pbs.twimg.com/profile_images/810974326098894848/ivXKAqFa_normal.jpg"
"ReeseHaymes","",482,116,146,102,NA,"Reese Haymes",2011-08-28 21:23:01,FALSE,FALSE,"ReeseHaymes","","en","363888639",3,FALSE,"http://pbs.twimg.com/profile_images/433074143936802816/2OrletFd_normal.jpeg"
"Diario_LaVerdad","Periodismo digital sin rumores y con una sola verdad. Participa con tus fotos, comentarios y denuncias. #QuintanaRoo",150199,23673,1275,2240,"http://t.co/V9grePZJFE","Diario La Verdad",2009-09-11 01:32:14,FALSE,FALSE,"Diario_LaVerdad","Quintana Roo","es","73275576",242,FALSE,"http://pbs.twimg.com/profile_images/818254068841746432/JUD-9lMc_normal.jpg"
"La_Verdad_TV","",8506,448,58,192,"http://t.co/7n0Tapkk67","La Verdad TV",2015-03-06 00:01:54,FALSE,FALSE,"La_Verdad_TV","Canc√∫n - M√©xico","es","3073732737",23,FALSE,"http://pbs.twimg.com/profile_images/704859456014827520/Ig-uy8Ni_normal.jpg"
"FidoSalazar","Music All Day - Caricatura Andante - Disc Jockey, Locutor y Programador en @LaU107Radio. Esta cuenta es personal.",88947,1278,14229,1927,"https://t.co/G41X94MAwm","Ô£øFido, just fido",2010-05-10 13:30:16,FALSE,FALSE,"FidoSalazar","Santander, Colombia","en","142286960",24,FALSE,"http://pbs.twimg.com/profile_images/758454356349952001/Psnx4K-f_normal.jpg"
"almightyDJ17","ERHS 18' #HTTR snapchat: youngj3fe",1278,81,1140,153,NA,"DJ",2016-09-20 15:18:00,FALSE,FALSE,"almightyDJ17","Greenbelt, MD","en","778251872163495936",1,FALSE,"http://pbs.twimg.com/profile_images/832262136101478401/Li7tAP3q_normal.jpg"
"phoenix_jp00","",7811,182,2,124,NA,"Alice Evans",2011-02-13 19:16:52,FALSE,FALSE,"phoenix_jp00","25.265643,55.320409","en","251741179",1,FALSE,"http://pbs.twimg.com/profile_images/831049274054033412/1806G9Sl_normal.jpg"
"Emmacecilie11","18 years old. Biggest idols: Justin Bieber and Joey Moe. JB concerts in Copenhagen 01/04-13 and 02/10-16. JB followed 31/10-2016. Justin means the world to me",2966,117,4627,213,NA,"Emma Cecilie ‚ù§Ô∏è",2013-02-17 13:57:27,FALSE,FALSE,"Emmacecilie11","Denmark","da","1189592310",2,FALSE,"http://pbs.twimg.com/profile_images/781867749194788864/5aZ6xR2T_normal.jpg"
"KotaAndiswa","keep calm im listeningÌ†ΩÌ≤ãÌ†ΩÌ≤ãÌ†ΩÌ≤ã",81,82,96,216,NA,"Andiswa Kota",2016-12-16 19:49:39,FALSE,FALSE,"KotaAndiswa","Pietermartizburg ","en","809847981830705153",0,FALSE,"http://pbs.twimg.com/profile_images/831378754345824258/z3L-Rxkl_normal.jpg"
"re_tweet_maniac","https://t.co/kdrlKILE6t It‚Äôs #illegal to use a #legal #name #Google Legal Name #Fraud",4526,48,3493,98,"https://t.co/YmMMbw46b5","LegalNameFraud",2017-01-17 19:41:51,FALSE,FALSE,"re_tweet_maniac","Here on earth","en","821442426007158789",57,FALSE,"http://pbs.twimg.com/profile_images/821446838788165633/ZN-Lspri_normal.jpg"
"Pvolleyballkgi","KGI Gymnastics Xcel Platinum",233,25,33,143,NA,"Peyton Sch",2016-07-22 14:42:37,FALSE,FALSE,"Pvolleyballkgi","","en","756499696810598400",0,FALSE,"http://pbs.twimg.com/profile_images/783453336376836096/yLCnboT1_normal.jpg"
"ThaisLMonster","@LADYGAGA I'm your Little Mons‚Ä†er 'till my last breath ('''')‚ô•_‚ô•('''')",56617,1649,28166,986,NA,"xoxo, Thais Ì†ºÌøà",2010-01-01 22:01:25,FALSE,FALSE,"ThaisLMonster","GAGA COME BACK TO BRAZIL","pt","101068427",77,FALSE,"http://pbs.twimg.com/profile_images/829423780984455171/1DN2VImI_normal.jpg"
"MarcusLaTRILL","Download My New EP #DefinitionOfMarcusLatrill NOW on iTunes Spotify & MyMixtapez #CHOSENCHIEFS ENT Ì†ΩÌ≤∞",3523,745,1718,569,"https://t.co/TWyHF7wIrq","Marcus Latrill Ì†ºÌ∑®Ì†ºÌ∑±",2009-07-18 22:52:12,FALSE,FALSE,"MarcusLaTRILL","Houston, TX","en","58054007",12,FALSE,"http://pbs.twimg.com/profile_images/821833708290314246/Rlt5q6Si_normal.jpg"
"ItsASunnyFanPg","We are three cool guys that love It's Always Sunny, nothing sexual and want to share their ridiculous antics and quotes with the world. Again. Nothing Sexual!!!",16,2,22,12,NA,"It's Always Sunny",2017-01-05 18:05:26,FALSE,FALSE,"ItsASunnyFanPg","United States","en","817069511958360065",0,FALSE,"http://pbs.twimg.com/profile_images/817073179659120640/2DGY7x9i_normal.jpg"
"00OPO","Introduce your problem 
 I help in uncovering
 the facts 
commander
 I am happy to consider
  In the eyes of others
 They smile
  But not for me ...

 ŸÄŸÄ",77350,12071,40876,12544,NA,"Myself love me",2016-08-11 08:04:37,FALSE,FALSE,"00OPO","Goi√¢nia, Brasil","ar","763647291660046336",590,FALSE,"http://pbs.twimg.com/profile_images/767830264101867521/vXnybbC-_normal.jpg"
"Telekom_group","Deutsche Telekom ‚Äì the leading European telecommunications provider with global reach. Imprint: https://t.co/7tS4GUFx6W",1592,3245,317,148,"https://t.co/KElqs2z1JN","DeutscheTelekomGroup",2014-10-08 15:36:46,FALSE,TRUE,"Telekom_group","Bonn, Germany","en","2815681887",213,FALSE,"http://pbs.twimg.com/profile_images/523016118005293058/81hYeeNq_normal.png"
"juan_jg48224","",11633,196,12803,194,NA,"juan",2015-09-14 02:11:58,FALSE,FALSE,"juan_jg48224","Houston, TX","en","3555367818",18,FALSE,"http://pbs.twimg.com/profile_images/737019576131538944/ePUofJGZ_normal.jpg"
"PissOnABitch","A lesbian in love with Nicki Minaj Ì†ΩÌ≤õ",30191,1899,17637,1642,NA,"Bri MarajÌ†ºÌΩ´",2012-04-14 21:54:10,FALSE,FALSE,"PissOnABitch","","en","553861283",17,FALSE,"http://pbs.twimg.com/profile_images/831508407714775041/pV9VNciN_normal.jpg"
"zachvat","Retired newspaper editor. Graduate, Defense Language Institute Foreign Language Center. Mac user since 1985.",55312,340,661,305,NA,"Bill Lamb",2009-01-31 05:02:00,FALSE,FALSE,"zachvat","","en","19805682",183,FALSE,"http://pbs.twimg.com/profile_images/1344628571/me-300_normal.jpg"
"camzlolovato","Ì†ºÌº∏antes eu sofria s√≥ por Demi Lovato a√≠ veio Fifth Harmony‚ú® (assistindo Grey's anatomy)",34124,2411,16720,4121,NA,"Antonio",2013-11-25 00:14:36,FALSE,FALSE,"camzlolovato","Brasil , Curitiba","pt","2194814357",9,FALSE,"http://pbs.twimg.com/profile_images/832623697315794945/vsnK_0dU_normal.jpg"
"JUSTINGROSO1","",21,5,0,15,NA,"Sofia Agustinovich",2017-02-17 16:03:22,FALSE,FALSE,"JUSTINGROSO1","","es","832621469549076480",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png"
"hashtags1isi","",628083,2617,0,39,"http://t.co/iFUntAu6XI","hashtags",2014-08-25 20:19:28,FALSE,FALSE,"hashtags1isi","Washington","en","2767728618",1225,FALSE,"http://pbs.twimg.com/profile_images/547873260658909187/4kr208yi_normal.jpeg"
"Vanessa_sAngels","Pumpkin Persian LUV ebry aminal, FOOD, HUMOM & NEW FWIENDS! Izzy Persian LUV Dancing, Flying hur jet & Stanwey's cuddlez. #OTRB LUV U Orry, Scarlett, Rhett",18001,3314,36625,5001,NA,"PUMPKIN & IZZY",2015-11-24 02:29:07,FALSE,FALSE,"Vanessa_sAngels","N DA GALAXY WHUREBER HUMOM SEZ WE R, *EXCEPT HOPE* NOT AT DA VET! ;-) ","en","4261530621",74,FALSE,"http://pbs.twimg.com/profile_images/698648291097972737/LyOMJTpN_normal.jpg"
"Cabello97_lety","So you can keep me inside the pocket
Of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone
Wait for me to come home",1110,442,3269,3617,NA,"Let√≠cia Ì†æÌ∂Ñ",2016-09-29 16:40:09,FALSE,FALSE,"Cabello97_lety","Mexico, ME","es","781534035440992256",2,FALSE,"http://pbs.twimg.com/profile_images/814982366619992066/K4EBZyZ8_normal.jpg"
"AmerGamingAssn","The AGA is a relentless advocate for the gaming industry, which creates thousands of jobs & boosts economic growth in communities across the country.",9336,8215,164,1255,"https://t.co/2Cq0MutfmH","American Gaming Assn",2011-06-10 21:16:23,FALSE,FALSE,"AmerGamingAssn","Washington, DC","en","314815792",190,FALSE,"http://pbs.twimg.com/profile_images/758653935888568320/X7faoPim_normal.jpg"
"SaraSmileTX","",2210,157,12,343,"http://t.co/hPxfusw5ke","Sara Lightfoot",2009-07-27 18:09:28,FALSE,FALSE,"SaraSmileTX","Texas, USA","en","60665812",7,FALSE,"http://pbs.twimg.com/profile_images/3485223678/cc5779f38e636524970e09334b589b99_normal.jpeg"
"Cinnyi","Reader - Book reviewer, writer. TWD Fan. #USA- #MAGA #Unite USA ---#TrumpTrain Save California --- Proud Deplorable-Ex Democrat",5528,2391,12690,3840,NA,"Let's MAGA",2009-05-20 02:36:28,FALSE,FALSE,"Cinnyi","","en","41277426",82,FALSE,"http://pbs.twimg.com/profile_images/832317953081106432/le8NY_3U_normal.jpg"
"ClixHemp","Star wars enthusiast, Love my wife who is super awesome.I game Xbox one, love all things Cannabis. ""Just a simple man trying to make my way in the universe""",9493,352,10195,343,NA,"Clix",2014-11-04 02:58:26,FALSE,FALSE,"ClixHemp","Canada ","en","2859874576",67,FALSE,"http://pbs.twimg.com/profile_images/829461734507298818/8-kCbseN_normal.jpg"
"EHasrinaldi","",556,26,43,180,NA,"Emil Hasan",2014-04-12 05:45:37,FALSE,FALSE,"EHasrinaldi","","id","2439581215",2,FALSE,"http://pbs.twimg.com/profile_images/584297429626789889/QYPwwI_R_normal.jpg"
"Ms_Wright22","ENJOYING THIS LIFE ...... Everything happens for a reason ....Drama free page !!!!ALL SMILES!!!",30889,382,215,456,NA,"IM an ANGEL",2009-04-20 04:05:59,FALSE,FALSE,"Ms_Wright22","Prince Georges County","en","33416314",10,FALSE,"http://pbs.twimg.com/profile_images/813591960040706048/H2ydnZFA_normal.jpg"
"jacealford","19. |678|615| soon to be airline pilot. ""if one day the speed kills me do not cry, because I was smiling"" old cars get r done",15126,828,25576,702,"https://t.co/h1YRNdJBD2","Jace",2012-01-08 19:34:20,FALSE,FALSE,"jacealford","Gallatin, TN","en","458625382",9,FALSE,"http://pbs.twimg.com/profile_images/823353761812926471/qS0WTBHm_normal.jpg"
"GoddesHolland","uhm hi?",18230,1505,15433,968,NA,"Martine",2014-03-22 14:15:59,FALSE,FALSE,"GoddesHolland","The Netherlands","nl","2403688008",11,FALSE,"http://pbs.twimg.com/profile_images/795035252678885382/eAnTvMO2_normal.jpg"
"SteaIthless","Level 24. YouTuber. Twitter enthusiast. Webmaster of @OfficialMLPB. Mega Gallade for the win. Florges is my inamorata. Business email: stealthless7@gmail.com",18104,1265,6,1385,"https://t.co/Pc008UMj8o","Vincent",2015-11-25 04:45:28,FALSE,FALSE,"SteaIthless","Virginia","en","4270929382",28,FALSE,"http://pbs.twimg.com/profile_images/691880917334396928/OnVDBRQJ_normal.png"
"gagahaynes","Eu sou puta mesmo",14454,16459,9888,850,"https://t.co/99Yv4OE4sB","4/7",2015-11-14 22:36:46,FALSE,FALSE,"gagahaynes","Na puta que pariu","pt","4189629880",10,FALSE,"http://pbs.twimg.com/profile_images/831103234060193793/Ez02IKhK_normal.jpg"
"steveplunkett","Sr. Search Scientist - Mobile & Digital SEO/ORM Strategist - Gamer - Author @How2Startup30 EDM and AI Startups, Video Game Revenue Optimization & #CyberSecurity",149468,8090,22200,5877,"https://t.co/uWwFk4oMXw","‚òï Steve Plunkett‚òï",2008-12-11 20:45:05,FALSE,FALSE,"steveplunkett","Dallas, Texas 75251","en","18059761",2139,FALSE,"http://pbs.twimg.com/profile_images/761646180346376192/26XVx95m_normal.jpg"
"WeAreBurrows","Burrows is one of the UK's leading through-the-line creative marketing agencies, part of the Wunderman/Young and Rubicam global network and a WPP company.",789,1347,37,178,"https://t.co/zIM93EbyPU","Burrows",2014-06-24 08:30:00,FALSE,FALSE,"WeAreBurrows","Shenfield, Essex","en-gb","2585397379",61,FALSE,"http://pbs.twimg.com/profile_images/798129310699843584/8CUfrb6L_normal.jpg"
"annie_peyreau","shsu",6018,531,5791,241,NA,"Annie Peyreau",2012-07-13 18:13:49,FALSE,FALSE,"annie_peyreau","","en","634759943",0,FALSE,"http://pbs.twimg.com/profile_images/818556202904854528/riyg_8Ws_normal.jpg"
"antovolk","Serial trailer maniac.
http://[insertwebsitehere]/antovolk | behind @TrailerTrack | marketing/communications @UCLUFilmSociety",81711,2238,9538,2812,"https://t.co/UmMliQLDm8","Anton Volkov",2009-02-13 06:07:41,FALSE,FALSE,"antovolk","London, UK","en-gb","20751553",95,FALSE,"http://pbs.twimg.com/profile_images/793949255715225600/nw2ni3kH_normal.jpg"
"trailertrack","Tracking film marketing shenanigans since the year Hollywood skipped Comic-Con | IG: /trailer_track | FB: /trackingtrailers | info(at)trailer-track(dot)com",5011,6044,202,790,"https://t.co/HYLaxjefFZ","TrailerTrack",2016-05-25 12:48:55,FALSE,FALSE,"trailertrack","London, UK","en","735452587344941057",61,FALSE,"http://pbs.twimg.com/profile_images/735814509726695425/zoyXlOrG_normal.jpg"
"loympicforets","Olympic National Forest   natural and cultural resources for everyone. Clean water, forest products, wildlife, and outstanding recreation found here.",994,182,859,1228,"http://t.co/4BG7hGQUdt","Olympic Forest",2014-03-17 18:12:37,FALSE,FALSE,"loympicforets","Mississippi, USA","en","2394865182",14,FALSE,"http://pbs.twimg.com/profile_images/609474897748717569/QqnTN7YG_normal.jpg"
"JBrindleyStocks","Dependable marketing fanatic. Founder, The Creative Stuff Group.",465,1385,153,116,"https://t.co/VDMX4cY3Fc","J Brindley Stocks",2014-03-05 17:44:50,FALSE,FALSE,"JBrindleyStocks","London","en-gb","2374128181",12,FALSE,"http://pbs.twimg.com/profile_images/802225313325391872/91h-MraO_normal.jpg"
"IrongirlNadia","Bio Teacher, Coach, Speaker | UCLA B.S Bio & M.Ed | 5xIM, 11x70.3, 11xUltra, 130x26.2. Youngest Latina to 100 Marathons in World | IG/Ì†ΩÌ±ª@irongirlnadia",13692,3260,3152,935,"https://t.co/w6Kkb9steq","Nadia Ruiz",2013-02-12 07:07:13,FALSE,FALSE,"IrongirlNadia","Los Angeles, CA","en","1171175335",117,FALSE,"http://pbs.twimg.com/profile_images/3542402281/1c8d04d3763a62561cdfb5872fa4624e_normal.jpeg"
"jablonska_ania","#belieber #selenator #dancer",3061,82,732,123,NA,"Ì†ºÌ∑µÌ†ºÌ∑±KOCHAMWASÌ†ºÌ∑µÌ†ºÌ∑±",2015-01-24 14:41:55,FALSE,FALSE,"jablonska_ania","","pl","2995940147",2,FALSE,"http://pbs.twimg.com/profile_images/797457809604562944/pRyBXpEV_normal.jpg"
"hindyrwkrae","manager. rodeo wrangler. lowdown musician. treacherous lover.",365,21,347,440,"https://t.co/wDeCDgM0Px","chris the",2014-03-21 03:15:56,FALSE,FALSE,"hindyrwkrae","Kansas","en","2400849404",3,FALSE,"http://pbs.twimg.com/profile_images/717910601226403840/j_4fjY03_normal.jpg"
"mckennyglri","SSCS, CG', Celtic dancers and music. Adopted grammy 2 @IrishMoorIE wee one &  bro.",850,26,767,658,NA,"MJ",2015-07-08 05:44:17,FALSE,FALSE,"mckennyglri","Meridian Idaho","en","3365403933",14,FALSE,"http://pbs.twimg.com/profile_images/669133146667876352/HFz-0QIO_normal.jpg"
"Mesut_Ustuntas","",89,29,138,262,NA,"Mesut √úST√úNTA≈û",2017-01-20 07:47:29,FALSE,FALSE,"Mesut_Ustuntas","","tr","822349815803768832",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png"
"ladygagaafrance","Little MonsterÌ†ΩÌ±ë || ZquadÌ†ΩÌ¥•",9458,256,318,131,NA,"Zayn GagaÌ†ΩÌ±ë",2016-10-29 20:55:15,FALSE,FALSE,"ladygagaafrance","","fr","792469873230286848",16,FALSE,"http://pbs.twimg.com/profile_images/831083732639576064/ipkViqoN_normal.jpg"
"FactoryStrsoe","E-commerce empire with  top consumer goods & electronics at (insanely low) factory-direct prices. Why  more? Enjoy our blog! https://t.co/a3kRpRPJJI",2107,42,1971,820,"https://t.co/6VEFXE540s","FactoryOutletStore",2015-05-13 09:35:58,FALSE,FALSE,"FactoryStrsoe","New York City, NY","en","3250965981",47,FALSE,"http://pbs.twimg.com/profile_images/668609504695746560/CbX63pen_normal.jpg"
